tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,combined_puppy_stage,text_uppercase,numerator_clean,denominator_clean,timestamp_clean,name_clean,retweet_count,favorite_count,jpg_url,img_num,p1_score,p2_score,p3_score,predicted_dog
890006608113172480,2017-07-26 00:31:25 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,13,10,Koda,,THIS IS KODA. HE IS A SOUTH AUSTRALIAN DECKSHARK. DECEPTIVELY DEADLY. FRIGHTENINGLY MAJESTIC. 13/10 WOULD RISK A PETTING #BARKWEEK HTTPS://T.CO/DVPW0B0MME,13.0,10.0,2017-07-26 00:31:25+00:00,Koda,7624,31166,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,1.0,0.957979,0.0138835,0.00816748,Samoyed
889880896479866881,2017-07-25 16:11:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,13,10,Bruno,,THIS IS BRUNO. HE IS A SERVICE SHARK. ONLY GETS OUT OF THE WATER TO ASSIST YOU. 13/10 TERRIFYINGLY GOOD BOY HTTPS://T.CO/U1XPQML29G,13.0,10.0,2017-07-25 16:11:53+00:00,Bruno,5156,28268,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,1.0,0.377417,0.151317,0.0,French_bulldog
889665388333682689,2017-07-25 01:55:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,13,10,None,puppo,HERE'S A PUPPO THAT SEEMS TO BE ON THE FENCE ABOUT SOMETHING HAHA NO BUT SERIOUSLY SOMEONE HELP HER. 13/10 HTTPS://T.CO/BXVUXK0UCM,13.0,10.0,2017-07-25 01:55:32+00:00,,8538,38818,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,1.0,0.966327,0.0273557,0.00463323,Pembroke
889638837579907072,2017-07-25 00:10:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,12,10,Ted,,THIS IS TED. HE DOES HIS BEST. SOMETIMES THAT'S NOT ENOUGH. BUT IT'S OK. 12/10 WOULD ASSIST HTTPS://T.CO/F8DEDCRKSR,12.0,10.0,2017-07-25 00:10:02+00:00,Ted,4735,27672,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,1.0,0.99165,0.00212864,0.00149818,French_bulldog
889531135344209921,2017-07-24 17:02:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,13,10,Stuart,puppo,THIS IS STUART. HE'S SPORTING HIS FAVORITE FANNY PACK. SECRETLY FILLED WITH BONES ONLY. 13/10 PUPPARED PUPPO #BARKWEEK HTTPS://T.CO/Y70O6H3ISQ,13.0,10.0,2017-07-24 17:02:04+00:00,Stuart,2321,15359,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,1.0,0.953442,0.0138341,0.00795775,golden_retriever
889278841981685760,2017-07-24 00:19:32 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,13,10,Oliver,,THIS IS OLIVER. YOU'RE WITNESSING ONE OF HIS MANY BRUTAL ATTACKS. SEEMS TO BE PLAYING WITH HIS VICTIM. 13/10 FR*CKIN FRIGHTENING #BARKWEEK HTTPS://T.CO/WPHVRQEDPB,13.0,10.0,2017-07-24 00:19:32+00:00,Oliver,5637,25652,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,1.0,0.626152,0.194742,0.0273507,whippet
888917238123831296,2017-07-23 00:22:39 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,12,10,Jim,,THIS IS JIM. HE FOUND A FREN. TAUGHT HIM HOW TO SIT LIKE THE GOOD BOYS. 12/10 FOR BOTH HTTPS://T.CO/CHXRUIOUJN,12.0,10.0,2017-07-23 00:22:39+00:00,Jim,4709,29611,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,1.0,0.714719,0.120184,0.105506,golden_retriever
888804989199671297,2017-07-22 16:56:37 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,13,10,Zeke,,THIS IS ZEKE. HE HAS A NEW STICK. VERY PROUD OF IT. WOULD LIKE YOU TO THROW IT FOR HIM WITHOUT TAKING IT. 13/10 WOULD DO MY BEST HTTPS://T.CO/HTQ77YNQ5K,13.0,10.0,2017-07-22 16:56:37+00:00,Zeke,4559,26080,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,1.0,0.46976,0.184172,0.0734817,golden_retriever
888554962724278272,2017-07-22 00:23:06 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,13,10,Ralphus,,THIS IS RALPHUS. HE'S POWERING UP. ATTEMPTING MAXIMUM BORKDRIVE. 13/10 INSPIRATIONAL AF HTTPS://T.CO/YNYAFCTTIK,13.0,10.0,2017-07-22 00:23:06+00:00,Ralphus,3732,20290,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,3.0,0.700377,0.166511,0.111411,Siberian_husky
888078434458587136,2017-07-20 16:49:33 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,12,10,Gerald,,THIS IS GERALD. HE WAS JUST TOLD HE DIDN'T GET THE JOB HE INTERVIEWED FOR. A H*CKIN INJUSTICE. 12/10 DIDN'T WANT THE JOB ANYWAY HTTPS://T.CO/DK7IDPFURX,12.0,10.0,2017-07-20 16:49:33+00:00,Gerald,3653,22201,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,1.0,0.995026,0.000931908,0.000903211,French_bulldog
887705289381826560,2017-07-19 16:06:48 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,13,10,Jeffrey,,THIS IS JEFFREY. HE HAS A MONOPOLY ON THE POOL NOODLES. CURRENTLY RUNNING A 'BOOP FOR TWO' MIDWEEK SALE. 13/10 H*CKIN STRATEGIC HTTPS://T.CO/PHRUK20Q64,13.0,10.0,2017-07-19 16:06:48+00:00,Jeffrey,5609,30779,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,1.0,0.821664,0.0875815,0.026236400000000003,basset
887517139158093824,2017-07-19 03:39:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,14,10,such,,I'VE YET TO RATE A VENEZUELAN HOVER WIENER. THIS IS SUCH AN HONOR. 14/10 PAW-INSPIRING AF (IG: ROXY.THEDOXY) HTTPS://T.CO/20VRLAA8BA,14.0,10.0,2017-07-19 03:39:09+00:00,,12082,46959,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,1.0,0.0,0.0,0.0,
887473957103951883,2017-07-19 00:47:34 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,13,10,Canela,,THIS IS CANELA. SHE ATTEMPTED SOME FANCY PORCH PICS. THEY WERE UNSUCCESSFUL. 13/10 SOMEONE HELP HER HTTPS://T.CO/CLYZPCUCMX,13.0,10.0,2017-07-19 00:47:34+00:00,Canela,18781,69871,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,2.0,0.809197,0.05495,0.0389148,Pembroke
887343217045368832,2017-07-18 16:08:03 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,13,10,None,,YOU MAY NOT HAVE KNOWN YOU NEEDED TO SEE THIS TODAY. 13/10 PLEASE ENJOY (IG: EMMYLOUROO) HTTPS://T.CO/WZQNQYGEYV,13.0,10.0,2017-07-18 16:08:03+00:00,,10737,34222,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,1.0,0.330741,0.0,0.134203,Mexican_hairless
886983233522544640,2017-07-17 16:17:36 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,13,10,Maya,,THIS IS MAYA. SHE'S VERY SHY. RARELY LEAVES HER CUP. 13/10 WOULD FIND HER AN ENVIRONMENT TO THRIVE IN HTTPS://T.CO/I6ONY0CGIT,13.0,10.0,2017-07-17 16:17:36+00:00,Maya,8084,35859,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,2.0,0.793469,0.143528,0.0,Chihuahua
886736880519319552,2017-07-16 23:58:41 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",13,10,Mingus,,"THIS IS MINGUS. HE'S A WONDERFUL FATHER TO HIS SMOL PUP. CONFIRMED 13/10, BUT HE NEEDS YOUR HELP

HTTPS://T.CO/BVI0YR4CFF HTTPS://T.CO/ISVKOSKD5B",13.0,10.0,2017-07-16 23:58:41+00:00,Mingus,3443,12306,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,1.0,0.309706,0.186136,0.08634630000000001,kuvasz
886680336477933568,2017-07-16 20:14:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,13,10,Derek,,THIS IS DEREK. HE'S LATE FOR A DOG MEETING. 13/10 PET...AL TO THE METAL HTTPS://T.CO/BCOWUE0ABA,13.0,10.0,2017-07-16 20:14:00+00:00,Derek,4610,22798,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,1.0,0.0,0.0,0.0,
886366144734445568,2017-07-15 23:25:31 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,12,10,Roscoe,pupper,THIS IS ROSCOE. ANOTHER PUPPER FALLEN VICTIM TO SPONTANEOUS TONGUE EJECTIONS. GET THE BLEPIPEN IMMEDIATE. 12/10 DEEP BREATHS ROSCOE HTTPS://T.CO/RGE08MIJOX,12.0,10.0,2017-07-15 23:25:31+00:00,Roscoe,3316,21524,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,1.0,0.999201,0.000361178,7.55616e-05,French_bulldog
886267009285017600,2017-07-15 16:51:35 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,12,10,None,,@NONWHITEHAT @MAYHEWMAYHEM OMG HELLO TANNER YOU ARE A SCARY GOOD BOY 12/10 WOULD PET WITH EXTREME CAUTION,12.0,10.0,2017-07-15 16:51:35+00:00,,4,117,,,,,,
886258384151887873,2017-07-15 16:17:19 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,13,10,Waffles,,THIS IS WAFFLES. HIS DOGGLES ARE PUPSIDE DOWN. UNSURE HOW TO FIX. 13/10 SOMEONE ASSIST WAFFLES HTTPS://T.CO/XZDA9QSQ1O,13.0,10.0,2017-07-15 16:17:19+00:00,Waffles,6523,28469,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,1.0,0.943575,0.0,0.0,pug
885984800019947520,2017-07-14 22:10:11 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,,VIEWER DISCRETION ADVISED. THIS IS JIMBO. HE WILL RIP UR FINGER RIGHT H*CKIN OFF. OTHER DOG CLEARLY AN ACCESSORY. 12/10 PLS PET WITH CAUTION HTTPS://T.CO/BUVEP0UMF1,12.0,10.0,2017-07-14 22:10:11+00:00,Jimbo,7097,33382,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,1.0,0.972494,0.00663012,0.00623915,Blenheim_spaniel
885528943205470208,2017-07-13 15:58:47 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,,THIS IS MAISEY. SHE FELL ASLEEP MID-EXCAVATION. HAPPENS TO THE BEST OF US. 13/10 WOULD PAT NOGGIN APPROVINGLY HTTPS://T.CO/TP1KQ8I9JF,13.0,10.0,2017-07-13 15:58:47+00:00,Maisey,6683,36689,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,1.0,0.369275,0.265835,0.134697,pug
885518971528720385,2017-07-13 15:19:09 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,14,10,None,,I HAVE A NEW HERO AND HIS NAME IS HOWARD. 14/10 HTTPS://T.CO/GZLHBOL7SK,14.0,10.0,2017-07-13 15:19:09+00:00,,3899,20788,,,,,,
885167619883638784,2017-07-12 16:03:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,None,,HERE WE HAVE A CORGI UNDERCOVER AS A MALAMUTE. PAWBABLY DOING IMPORTANT INVESTIGATIVE WORK. ZERO CONTROL OVER TONGUE HAPPENINGS. 13/10 HTTPS://T.CO/44ITAMUBBF,13.0,10.0,2017-07-12 16:03:00+00:00,,4556,22367,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,4.0,0.8124819999999999,0.0717125,0.0557697,malamute
884925521741709313,2017-07-12 00:01:00 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,,"THIS IS EARL. HE FOUND A HAT. NERVOUS ABOUT WHAT YOU THINK OF IT. 12/10 IT'S DELIGHTFUL, EARL HTTPS://T.CO/MYJVDLNRVA",12.0,10.0,2017-07-12 00:01:00+00:00,Earl,16439,68152,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,1.0,0.259916,0.198451,0.127725,Italian_greyhound
884876753390489601,2017-07-11 20:47:12 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,,THIS IS LOLA. IT'S HER FIRST TIME OUTSIDE. MUST TEST THE EARTH AND TASTE THE ATMOSPHERE. 13/10 YOU'RE DOING GREAT LOLA HTTPS://T.CO/74TKAUSLKO,13.0,10.0,2017-07-11 20:47:12+00:00,Lola,6096,28514,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,1.0,0.822103,0.106075,0.0373485,chow
884562892145688576,2017-07-11 00:00:02 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,,THIS IS KEVIN. HE'S JUST SO HAPPY. 13/10 WHAT IS YOUR SECRET KEVIN HTTPS://T.CO/1R4MFCBCX5,13.0,10.0,2017-07-11 00:00:02+00:00,Kevin,5100,24765,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,1.0,0.5464060000000001,0.404291,0.0440019,pug
884441805382717440,2017-07-10 15:58:53 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,None,,"I PRESENT TO YOU, PUP IN HAT. PUP IN HAT IS GREAT FOR ALL OCCASIONS. EXTREMELY VERSATILE. COMPACT AS H*CK. 14/10 (IG: ITSELIZABETHGALES) HTTPS://T.CO/VVBOCC2VDC",14.0,10.0,2017-07-10 15:58:53+00:00,,5856,27478,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,1.0,0.993225,0.00321648,0.00208089,Pembroke
884247878851493888,2017-07-10 03:08:17 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,13,10,None,,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE HTTPS://T.CO/UF3PQ8WUBJ,13.0,10.0,2017-07-10 03:08:17+00:00,,21298,74423,,,,,,
884162670584377345,2017-07-09 21:29:42 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,doggo,MEET YOGI. HE DOESN'T HAVE ANY IMPORTANT DOG MEETINGS TODAY HE JUST ENJOYS LOOKING HIS BEST AT ALL TIMES. 12/10 FOR DANGEROUSLY DAPPER DOGGO HTTPS://T.CO/YSI00BZTBZ,12.0,10.0,2017-07-09 21:29:42+00:00,Yogi,3128,20771,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,1.0,0.707046,0.199396,0.0491476,German_shepherd
883838122936631299,2017-07-09 00:00:04 +0000,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,,THIS IS NOAH. HE CAN'T BELIEVE SOMEONE MADE THIS MESS. GOT THE VACUUM OUT FOR YOU THOUGH. OFFERED TO HELP CLEAN PUP. 12/10 SUPER GOOD BOY HTTPS://T.CO/V85XUJJDDY,12.0,10.0,2017-07-09 00:00:04+00:00,Noah,3586,22349,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,1.0,0.610946,0.299603,0.0630203,Doberman
